credit_score,income,loan_amount,loan_term,interest_rate,debt_to_income_ratio,employment_years,savings_balance,age,default_risk_score
588,124386.0,13329.0,48,4.63,43.96,4,65557.0,50,7416.067161857553
660,33507.0,16280.0,12,10.31,13.88,0,76631.0,19,6789.748343100523
710,37778.0,48617.0,12,6.8,19.39,0,49377.0,28,320.3762739858956
304,22920.0,22073.0,60,14.19,18.17,22,8789.0,32,5764.337936027837
692,148496.0,13906.0,36,10.05,42.74,17,62370.0,57,7260.98225443886
787,32857.0,31062.0,24,3.56,30.86,20,65131.0,55,3812.8368511999333
693,31303.0,38535.0,36,13.61,27.7,9,82315.0,55,2337.407105787466
735,101182.0,33625.0,48,11.43,48.99,9,37387.0,19,3328.6234653786823
377,59030.0,13004.0,60,10.37,11.01,8,90648.0,48,7534.568376560815
534,141863.0,46855.0,36,5.28,27.79,4,15764.0,47,713.1999957522696
300,52196.0,24921.0,24,14.69,13.66,8,58408.0,25,5194.252527936961
771,75337.0,31523.0,36,7.73,20.83,20,46451.0,63,3720.445171450016
353,122650.0,15793.0,60,14.2,31.61,28,86840.0,18,6977.647968053548
430,140103.0,30923.0,48,14.59,47.22,25,86673.0,63,3957.3032634051806
431,99561.0,36358.0,12,3.27,46.6,26,35418.0,29,2877.164646619264
770,107046.0,47600.0,12,10.61,31.94,1,97927.0,47,483.10445875569155
341,98249.0,15749.0,36,3.6,15.81,6,294.0,62,7014.770386781082
799,32987.0,30364.0,36,12.58,37.37,11,27472.0,37,3950.586146812938
726,23972.0,33861.0,48,2.57,11.61,12,44140.0,23,3248.2173101453413
327,40581.0,13234.0,60,3.92,28.71,33,56017.0,20,7510.6386971024
346,37674.0,33763.0,60,3.34,31.61,20,92115.0,52,3408.3816674864443
331,133939.0,34139.0,60,11.43,40.54,32,48506.0,56,3313.945660786422
748,27424.0,49638.0,48,14.22,26.29,18,79731.0,19,105.26215753885947
731,117820.0,17677.0,60,10.6,15.74,14,99525.0,26,6480.1751181185955
341,28946.0,19289.0,36,3.65,43.76,1,47085.0,47,6311.747160352029
780,129996.0,8374.0,36,14.41,30.0,3,80378.0,68,8335.947963483686
399,31664.0,36890.0,48,13.21,10.45,25,87904.0,18,2744.2322903348654
419,50448.0,10656.0,36,8.43,35.93,3,12879.0,25,8024.476365547812
432,127188.0,44213.0,24,4.21,10.81,32,78006.0,35,1259.000178347664
719,148322.0,37371.0,60,9.96,25.33,32,78422.0,68,2564.8070551314095
587,76638.0,24169.0,48,4.57,33.33,6,27626.0,24,5275.718716609
700,107312.0,41041.0,12,2.67,26.26,6,74400.0,19,1837.0109481367272
623,31561.0,39622.0,48,3.34,48.14,1,51990.0,66,2139.9947607161926
655,144398.0,32516.0,12,7.41,24.53,18,16956.0,24,3566.9544061196457
347,61688.0,7563.0,60,9.41,19.29,22,1831.0,28,8654.6075150629
346,65350.0,26008.0,24,3.96,23.82,14,28074.0,58,4967.618507023026
668,70192.0,9531.0,60,7.37,21.22,26,74702.0,25,8126.984726709049
500,102811.0,23710.0,12,4.76,23.69,24,40524.0,25,5365.412946747479
714,107266.0,16824.0,60,4.59,12.38,19,7373.0,67,6676.657034484194
645,104878.0,17924.0,24,2.64,32.22,33,63321.0,38,6461.198413691517
815,44951.0,33982.0,60,6.93,34.77,25,17393.0,60,3211.338117452818
333,130459.0,41850.0,36,7.32,45.86,23,64280.0,49,1809.9965461981315
324,41927.0,31390.0,24,8.33,37.65,13,76794.0,25,3870.131050268028
350,148386.0,18057.0,48,12.71,35.03,26,37679.0,58,6532.1935092277945
532,128737.0,14518.0,24,3.0,36.49,1,10292.0,19,7196.376462828569
562,35317.0,44420.0,24,7.14,23.71,17,9752.0,58,1192.5472404983764
721,131822.0,16929.0,12,8.77,47.15,9,61082.0,56,6668.352452323079
742,71047.0,8471.0,12,12.12,12.15,1,62147.0,60,8332.480303019222
755,102197.0,40479.0,24,9.54,19.48,19,27909.0,67,1915.5604909447693
824,108652.0,38598.0,24,8.23,42.1,10,78858.0,47,2314.7252616788624
629,143786.0,25669.0,60,4.45,30.78,21,39220.0,63,4946.869154516053
701,87298.0,17178.0,12,3.15,12.27,11,91656.0,53,6593.5411133011485
775,25084.0,29034.0,36,10.24,25.73,11,38231.0,23,4221.418025546411
756,83416.0,33444.0,36,3.34,28.87,9,68104.0,51,3323.4430859890604
670,118317.0,23133.0,60,6.84,48.22,21,80032.0,50,5437.785080513491
471,99148.0,32037.0,12,14.17,15.53,29,28527.0,18,3710.028440665841
776,110816.0,44891.0,36,13.24,48.54,3,5424.0,20,1080.1829236524857
576,106145.0,41059.0,24,12.33,21.01,3,39462.0,18,1878.4215771046693
669,82483.0,43675.0,36,12.41,36.39,22,85374.0,43,1319.0934090693597
431,21007.0,28472.0,24,7.64,13.07,10,43074.0,18,4436.962032767193
715,45510.0,40993.0,24,5.53,30.01,10,19613.0,58,1847.6513619936388
685,126506.0,27641.0,48,6.93,35.64,14,4700.0,26,4537.09013856504
813,134474.0,35090.0,48,8.93,48.63,24,35256.0,21,3023.1721059325773
645,27564.0,26400.0,24,9.81,13.78,18,42616.0,19,4774.664744356757
712,104082.0,20422.0,60,13.85,33.98,12,9190.0,29,5992.768403034316
588,24703.0,28017.0,36,4.81,10.4,25,85435.0,32,4468.335213110189
683,147331.0,27740.0,48,14.24,19.07,2,77028.0,56,4507.906650279877
379,142901.0,44261.0,12,5.15,18.99,33,21323.0,27,1281.6832215727716
517,63642.0,33179.0,12,14.6,25.85,22,89654.0,59,3459.709344868757
590,134015.0,43328.0,60,6.79,23.8,27,3190.0,36,1413.5701636329227
402,92750.0,17686.0,60,13.7,26.03,16,66394.0,54,6594.484682562219
825,58559.0,33731.0,48,7.18,29.45,29,87236.0,41,3246.6245229003885
684,142732.0,8654.0,12,13.54,19.33,20,80729.0,41,8297.69239472859
306,94319.0,49848.0,36,7.09,19.94,25,36613.0,66,189.73493368505706
646,144132.0,28648.0,48,12.57,25.08,8,44149.0,41,4364.9911109768145
846,26960.0,38174.0,24,5.07,47.38,3,58773.0,29,2375.6332953054284
696,146267.0,46568.0,48,9.8,29.25,7,93220.0,31,713.2798819304321
678,106123.0,16556.0,60,3.34,36.38,13,20608.0,30,6749.143736253241
600,147650.0,28253.0,24,3.0,32.19,23,2765.0,54,4433.260231029215
746,27287.0,40732.0,24,4.79,39.37,26,4055.0,30,1884.9314310963923
772,59974.0,15106.0,12,8.64,25.55,21,81787.0,29,6979.494569417176
390,62207.0,27614.0,12,10.68,10.96,8,18653.0,40,4628.855709747671
327,90855.0,49976.0,36,6.41,33.77,9,40167.0,44,169.7222606010639
482,99083.0,18944.0,60,11.56,45.9,6,96544.0,34,6310.197162657728
491,148575.0,13125.0,60,4.54,31.77,2,35983.0,50,7475.064114646711
614,91626.0,46796.0,60,7.47,38.7,17,98099.0,66,702.4754902794303
679,120424.0,30537.0,48,11.07,36.9,4,76407.0,42,3947.36484667937
506,77134.0,41914.0,24,3.46,11.61,4,47599.0,66,1717.4717105077166
427,57573.0,16023.0,36,4.52,34.55,10,83096.0,34,6896.7212603202015
501,121459.0,11823.0,36,8.22,44.16,15,34731.0,18,7751.465697861603
308,112241.0,19056.0,12,5.54,48.39,4,83029.0,45,6347.284877135404
517,69481.0,32764.0,48,6.09,32.25,20,9718.0,46,3554.3003952364998
